,Node,Authority Score,Hub Score
299,1652,0.0001808298710612405,0.0
557,1653,0.0005714669876440425,1.0431324814940705e-05
300,1654,0.00030855905782312744,0.0
3014,1655,0.0,3.569495685486618e-06
3015,1656,0.0,3.569495685486618e-06
301,1657,9.268615727249967e-05,0.0
558,1658,0.00040530095778969975,7.04916407112436e-05
3017,1659,0.0,5.128585107550893e-06
3018,1660,0.0,5.128585107550893e-06
559,1661,0.00040914806117671476,0.0008073685088549047
302,1662,0.00022806926961095304,3.393341326507476e-05
3019,1663,0.0,3.440307180499061e-06
2684,1664,6.495513344052755e-06,4.055256356509575e-05
3020,1665,0.0,4.919700542382999e-06
3021,1666,0.0,4.919700542382999e-06
3022,1667,0.0,0.0005465746321813705
3024,1668,0.0,3.554791794260491e-05
303,1669,0.00018797589614662476,0.0
3025,1670,0.0,0.00015745566793005515
3026,1671,0.0,3.3007970175891062e-06
560,1672,0.00025237377010165857,0.0
3028,1674,0.0,7.847664827227988e-05
3029,1675,0.0,1.989551114183865e-05
3030,1676,0.0,6.162328856029005e-06
3031,1677,0.0,1.301376666277327e-05
1640,1678,0.0002286585040757734,2.3451930801759074e-05
304,1679,0.000845944657741642,0.0
561,1680,0.001108658210194729,3.6790415917009185e-05
3033,1681,0.0,1.2673507160522756e-05
3034,1682,0.0,1.97177152140457e-06
3035,1683,0.0,8.447775719791787e-06
3037,1684,0.0,0.000108790969133119
3036,1685,0.0,4.668630032119542e-06
3038,1686,0.0,3.5952286625782807e-06
562,1687,0.00011342736142631292,4.934881336185062e-05
563,1688,0.0011241339139732435,0.00028212502528107285
305,1689,0.00015505011097779044,1.2147765935326667e-05
3039,1690,0.0,1.0063224839514215e-05
3040,1691,0.0,0.0005572504163342335
306,1692,0.00014636358093262128,2.2066882836487934e-05
3041,1693,0.0,4.1282472471910054e-05
3043,1694,0.0,4.194743118931102e-06
3044,1695,0.0,4.194743118931102e-06
3045,1696,0.0,3.5627622328461357e-05
564,1697,0.0004095657076529174,0.0007713796697214458
3047,1698,0.0,4.194743118931102e-06
3048,1699,0.0,4.194743118931102e-06
565,1700,0.0006439854380836647,0.0007511975406559343
307,1701,0.0003346480517049692,0.0014177181652712922
3051,1703,0.0,4.479379953512268e-06
3052,1704,0.0,4.479379953512268e-06
972,1705,0.0006818718653087273,0.0003962788349181854
566,1706,0.0007798582396167187,3.258838778147873e-05
567,1707,0.00025357037278876904,0.0003742901911256458
3053,1708,0.0,4.479379953512268e-06
3054,1709,0.0,6.0210411935964616e-05
3055,1710,0.0,4.479379953512268e-06
3050,1711,0.0,0.0001064391756180268
3056,1712,0.0,7.623087314602799e-06
3057,1713,0.0,7.623087314602799e-06
568,1714,0.0003301682052312058,4.8347360249070575e-05
3058,1715,0.0,4.625569848738896e-06
308,1716,0.00011382904228512418,3.080379074699088e-05
401,1717,0.000870623517558657,0.001110312989248753
309,1718,0.0003690185296257577,0.0
3059,1719,0.0,0.00010206689591998385
3060,1720,0.0,0.0001176101934511861
3061,1721,0.0,4.879423289282105e-06
3062,1722,0.0,0.00013159126574717735
973,1723,0.0006883390243111434,4.879423289282105e-06
3063,1724,0.0,4.879423289282105e-06
3064,1725,0.0,4.879423289282105e-06
569,1726,0.00038927043942995937,0.0
3065,1728,0.0,1.426823163700947e-06
570,1729,0.0008437207595297114,0.00020108270029829095
571,1730,0.0003535582744844614,0.0005946351953083863
3066,1731,0.0,3.116074045796196e-06
572,1732,0.0002485940327759187,0.00016037834648573184
1700,1733,0.0006416351695316074,0.0005847761723512558
974,1734,0.0010768057223875796,0.0007366253569805314
3067,1735,0.0,7.0760402423605385e-06
3068,1736,0.0,6.851437806744266e-06
3069,1737,0.0,6.62733825899841e-05
3072,1738,0.0,1.345321969906888e-05
3073,1739,0.0,6.851437806744266e-06
3071,1740,0.0,6.851437806744266e-06
3074,1741,0.0,7.515877486832712e-05
3075,1742,0.0,2.496173920269449e-05
3076,1743,0.0,3.716492482763006e-06
1136,1744,0.0007431622746541074,0.00010103649918665669
3077,1745,0.0,3.716492482763006e-06
573,1746,0.0002964941912461437,5.8159322388398905e-05
574,1747,0.00029403996502907706,2.69279060213091e-05
3078,1748,0.0,0.0007915583964366613
575,1749,0.0003932825878960742,0.000743614268995618
3100,1751,0.0,0.00043632829535616177
310,1752,0.0003430403176520003,0.0
3081,1753,0.0,5.296090705590434e-06
975,1754,0.0012846480067708814,0.00027312270591725265
3082,1755,0.0,5.296090705590434e-06
3083,1756,0.0,0.0006108062507486975
576,1757,0.0004292955511681935,9.462963940828231e-05
311,1758,0.00042251131619479364,7.4971736530682006e-06
3095,1759,0.0,4.112824281868784e-05
3084,1760,0.0,3.7432893937392283e-06
3085,1761,0.0,4.7077017527681634e-06
3086,1762,0.0,0.0003661258068237541
3087,1763,0.0,1.4217881784084274e-06
3088,1764,0.0,7.256133250275657e-06
3089,1765,0.0,1.8332326098071452e-05
3090,1766,0.0,0.00022477800209161063
3091,1767,0.0,0.001151656754285223
312,1768,0.0003204358349832518,0.0
577,1769,0.000969585388350636,0.0007622945375803231
2472,1770,7.693885128094953e-05,6.35853388973568e-07
578,1771,5.072708667896415e-05,0.0
579,1772,0.0007367705145856176,0.0010477993329037222
3096,1773,0.0,7.842764989844505e-06
313,1774,0.0006256797971696045,0.0
3097,1775,0.0,8.860572336789881e-06
1540,1777,0.0007068783916983359,2.7550175313227926e-05
3098,1778,0.0,3.243355563651149e-05
580,1780,0.0002693602205169042,0.0
976,1781,0.0006842749225085479,7.37823678640733e-05
3099,1782,0.0,1.3271588700772032e-05
314,1783,0.0005377615010534291,0.000645341478339131
3101,1784,0.0,6.647742277734927e-06
3102,1785,0.0,6.647742277734927e-06
315,1787,0.00044902027391245766,0.0
316,1788,0.00029661668891929664,0.0
3103,1789,0.0,9.39712485356895e-05
3104,1790,0.0,1.0908647492358476e-05
581,1791,0.0003466388876252346,0.0
1364,1792,0.0007370220202091801,0.000208779059855055
1753,1793,0.00012498104591060296,0.0
3240,1794,0.0,0.00031985936656858693
3105,1795,0.0,0.0005396720311978053
3107,1796,0.0,0.00042660911703125333
3108,1797,0.0,3.854581693924578e-06
317,1798,0.00030751066690782176,0.0
1701,1799,0.0011034597227748528,0.0005550552568281198
3110,1800,0.0,0.000177480838089303
582,1802,0.0003014925361653653,0.0
3111,1803,0.0,0.00022178074193839913
3112,1804,0.0,3.815826069776595e-06
583,1805,0.0003854060867040926,1.298423879839483e-05
3113,1806,0.0,3.815826069776595e-06
3114,1807,0.0,0.00010232665416821836
977,1808,0.0007898451341706802,0.0013119112944101866
3118,1809,0.0,9.368756961812707e-06
3119,1810,0.0,3.815826069776595e-06
584,1811,0.0003044188222474896,0.0004807130940770735
3120,1812,0.0,3.447596891885903e-05
3121,1813,0.0,0.000517762943508887
978,1814,0.0010443497311320236,0.0011362882704799295
585,1816,0.0005518432712832324,0.00014345374844364523
2278,1819,6.09011805097199e-05,0.0
3125,1820,0.0,0.001053443362687534
3126,1821,0.0,7.645325807193444e-05
3128,1822,0.0,8.410715916609823e-05
2311,1823,0.0004258254383616259,0.0004874225974492735
3129,1825,0.0,1.202868652061227e-05
3130,1826,0.0,1.202868652061227e-05
3131,1827,0.0,2.1070117812999567e-05
3133,1828,0.0,1.7608739766514246e-05
3134,1829,0.0,2.2941769656319464e-05
3136,1830,0.0,2.395910824372139e-05
3137,1831,0.0,2.395910824372139e-05
3138,1832,0.0,7.308324322155556e-05
1822,1833,5.401797685224203e-05,6.635274764899492e-05
3139,1834,0.0,1.202868652061227e-05
586,1835,0.0004728370914993579,0.0008864969964897507
587,1836,0.0007700164475279005,0.0001718510668622177
979,1837,0.00027890207552732596,0.00024491843490885855
3135,1838,0.0,0.00046665506671367295
3140,1839,0.0,1.202868652061227e-05
3141,1840,0.0,1.9892239992554155e-05
3142,1841,0.0,1.202868652061227e-05
588,1842,0.0009596240805607328,0.0
3143,1844,0.0,5.580053245901975e-06
3144,1845,0.0,5.580053245901975e-06
3145,1846,0.0,5.580053245901975e-06
589,1847,0.0008208190216950433,0.0006026492983304653
590,1848,0.00038256597752751035,0.00020289822476731215
591,1849,0.0004451652685771426,1.6839546525843843e-05
3148,1852,0.0,5.580053245901975e-06
3149,1853,0.0,5.580053245901975e-06
402,1855,0.0006273382598774628,0.00010709143609594711
3150,1856,0.0,5.552930892036113e-06
592,1857,0.00026172184059319956,6.733930250978347e-05
593,1858,0.00042672979684673886,5.552930892036113e-06
594,1859,0.00044300150249623505,5.785246059861095e-05
3151,1860,0.0,5.552930892036113e-06
318,1861,0.00014313797912579799,0.0
3152,1862,0.0,1.789873744969643e-05
3678,1863,0.0,8.674256599811566e-06
319,1864,0.00023569698984966965,0.0
2312,1865,0.0001757195358301572,6.238570661700972e-05
3153,1866,0.0,4.044701935092978e-06
3154,1867,0.0,6.2473094507499245e-06
3155,1868,0.0,0.00011758961214527608
3156,1869,0.0,2.923306393507005e-05
3157,1870,0.0,1.0913083135707195e-05
3160,1871,0.0,1.0913083135707195e-05
3161,1872,0.0,7.200260929002262e-05
3163,1873,0.0,1.0913083135707195e-05
3158,1874,0.0,0.00010493629420463185
3159,1875,0.0,0.00034241524794664585
3162,1876,0.0,4.033145453596863e-05
3164,1879,0.0,0.00011084218541512034
595,1880,0.000398561051109812,0.0
3165,1881,0.0,4.651028724607717e-06
3166,1882,0.0,4.651028724607717e-06
3167,1883,0.0,4.651028724607717e-06
596,1884,0.00026137108365833703,0.0
3168,1885,0.0,0.0005349218643645538
3169,1886,0.0,3.601931769186683e-05
3170,1887,0.0,1.6173017396544135e-05
597,1888,0.000734891411837944,0.0003066241125979679
3171,1889,0.0,9.168412728618236e-06
3198,1890,0.0,7.86355347194189e-06
3172,1891,0.0,0.00035779403169511787
3173,1892,0.0,3.362809112524281e-05
598,1893,0.0007314372703806862,0.0
3174,1894,0.0,6.297757120029411e-06
3175,1895,0.0,6.297757120029411e-06
3176,1896,0.0,0.0005948859567308517
3177,1897,0.0,7.004604667925901e-06
3178,1899,0.0,6.181821722284556e-05
3179,1900,0.0,3.62021131581324e-06
599,1901,0.0002888130760927013,8.841439182831296e-06
3180,1902,0.0,5.029652373447782e-06
600,1903,0.00040125540940310906,0.0
3181,1905,0.0,4.864954439013525e-06
3182,1906,0.0,4.864954439013525e-06
3183,1907,0.0,4.864954439013525e-06
601,1908,0.0003881161440618022,5.9892960104624115e-05
3184,1909,0.0,4.864954439013525e-06
3185,1911,0.0,4.864954439013525e-06
3186,1912,0.0,3.028190805691198e-05
3187,1913,0.0,4.864954439013525e-06
3188,1914,0.0,1.437988006108398e-05
1264,1915,0.0004221179089165234,0.0004588398010483129
3189,1916,0.0,5.080362473717289e-06
3190,1917,0.0,5.080362473717289e-06
1176,1918,0.0007801527055664252,0.000229247892973602
348,1919,0.0012134637179027192,0.0008570855508133276
602,1920,0.00018227368921644425,0.0
3191,1921,0.0,6.787586327155499e-06
3192,1922,0.0,0.0020688818091671307
3194,1923,0.0,1.4409196010769799e-05
3195,1924,0.0,7.662626165420656e-05
3196,1925,0.0,0.00024637071205187323
3199,1926,0.0,7.86355347194189e-06
603,1927,0.00035112822784855944,1.2716108527480725e-05
3197,1928,0.0,8.334969070300131e-05
3200,1929,0.0,7.86355347194189e-06
3201,1930,0.0,7.86355347194189e-06
3202,1931,0.0,0.00015000204667958006
3204,1932,0.0,7.86355347194189e-06
3205,1933,0.0,7.86355347194189e-06
3207,1934,0.0,7.86355347194189e-06
1707,1935,0.0004228522914106077,0.00011978367708869359
3203,1937,0.0,0.0001605294951351469
3206,1938,0.0,7.86355347194189e-06
3208,1939,0.0,7.86355347194189e-06
3209,1940,0.0,5.0008169568319394e-05
3210,1941,0.0,3.2806283625705772e-06
3211,1943,0.0,4.199276907643137e-05
3212,1944,0.0,2.222860897208823e-05
3213,1945,0.0,1.5412666315047043e-05
3214,1946,0.0,4.973695073770996e-05
3215,1947,0.0,0.00020978546965673222
3217,1948,0.0,0.0001209435740388607
1599,1950,1.644600961064121e-05,0.0
3218,1951,0.0,0.0003581653819844033
3230,1952,0.0,2.5383998060782187e-05
604,1953,0.0003249216900526796,0.0
1641,1955,3.9407625198447426e-05,1.8403669806763957e-06
605,1956,0.001095605276736584,0.0
3219,1958,0.0,4.5894248383139444e-06
3220,1959,0.0,4.5894248383139444e-06
3221,1960,0.0,4.5894248383139444e-06
2257,1961,0.00021371035581495789,7.52821899265139e-05
3222,1962,0.0,0.00021194547143269936
606,1963,0.00036613495440443445,0.0
607,1964,0.0005922145891178827,0.0001114814501373764
608,1965,0.00036177126520011945,6.606385458535941e-05
403,1966,0.000738465245319025,0.00016814465756504835
3225,1967,0.0,0.00035243811918792483
3226,1968,0.0,1.2154556711359708e-05
609,1969,0.0005825388011577662,0.0
2446,1970,1.4598674793745681e-05,0.0
2375,1971,5.675084649292978e-05,0.0
1677,1972,0.0006054450074557735,0.0022037530348028556
610,1973,0.0005305020053547273,0.0
3227,1975,0.0,6.658437799123869e-06
3228,1976,0.0,4.780594384773821e-05
611,1977,0.00043167116446631823,0.00025426677610262163
3229,1978,0.0,6.658437799123869e-06
612,1979,0.00038213295613517725,5.587280383692607e-05
3231,1980,0.0,0.0005157453072781885
3232,1981,0.0,1.2815472996113885e-05
320,1982,0.0011844667009489566,0.00027643260120078264
613,1983,0.00022955166715202458,0.0
1541,1984,0.0005460439734331123,0.00011199421732124063
614,1985,0.0002797393671681573,0.0006703727193281011
3233,1986,0.0,0.000184092117577993
615,1987,0.0004494099522091204,0.0
3234,1988,0.0,9.77470259562511e-06
3235,1989,0.0,9.77470259562511e-06
616,1990,0.0011055799863498824,0.00041782869129913856
617,1991,0.00035591499251690003,0.0006478031138638634
618,1992,0.0007496394554026468,0.00017499036722835342
3236,1993,0.0,2.983482336651956e-05
3237,1994,0.0,7.743578954000332e-06
3238,1995,0.0,2.6800180289639406e-05
3239,1996,0.0,7.743578954000332e-06
619,1997,0.0004797350221018454,0.0006167216103050901
3241,2000,0.0,8.69205583638862e-06
1365,2001,0.0008336202366615059,0.00040295921227264135
3242,2002,0.0,4.995431813225956e-06
3998,2003,0.0,0.0007885983951940328
620,2004,0.0003985253628944673,0.0
3243,2005,0.0,5.169552248995812e-06
621,2007,0.00017262609852314035,0.0
3244,2008,0.0,4.852555055538835e-06
3245,2009,0.0,0.0007560331837082639
3247,2010,0.0,0.0002153877588736776
3248,2011,0.0,2.2144788738596327e-05
3249,2012,0.0,2.4606593030130094e-05
3250,2013,0.0,4.852555055538835e-06
622,2014,0.0006692240483241469,9.553290029346516e-05
3252,2015,0.0,4.852555055538835e-06
899,2016,0.0007730356894657606,0.00016864559715932428
3253,2017,0.0,4.852555055538835e-06
3254,2018,0.0,1.4248024590759707e-05
3255,2019,0.0,4.852555055538835e-06
3256,2020,0.0,4.852555055538835e-06
3257,2021,0.0,4.852555055538835e-06
3259,2023,0.0,4.852555055538835e-06
3260,2024,0.0,4.852555055538835e-06
3261,2025,0.0,4.852555055538835e-06
3262,2026,0.0,4.852555055538835e-06
3263,2027,0.0,4.852555055538835e-06
4821,2028,0.0,1.0575862708015365e-05
3265,2029,0.0,1.621800998765112e-05
3266,2030,0.0,4.852555055538835e-06
3267,2031,0.0,4.852555055538835e-06
3268,2032,0.0,4.852555055538835e-06
3269,2033,0.0,0.00031511190282168614
3270,2034,0.0,4.852555055538835e-06
3271,2035,0.0,4.852555055538835e-06
3272,2036,0.0,1.4248024590759707e-05
3273,2037,0.0,7.223434724949813e-05
3277,2038,0.0,3.0128180306268814e-05
3246,2040,0.0,4.852555055538835e-06
3394,2041,0.0,8.775076928794421e-05
3251,2042,0.0,1.4248024590759707e-05
3258,2044,0.0,1.4248024590759707e-05
3264,2045,0.0,4.852555055538835e-06
4883,2047,0.0,1.1688481837580266e-05
3278,2049,0.0,3.3393006231219144e-05
3279,2050,0.0,4.375556408816457e-05
3280,2051,0.0,5.133820218507826e-06
3281,2052,0.0,0.00010919863546427409
1273,2053,0.0003560743579600181,6.068231223172439e-06
3282,2054,0.0,3.1777263785979284e-05
623,2055,0.00015362367083309483,0.0
3283,2056,0.0,2.6207679036498052e-06
3284,2057,0.0,2.6207679036498052e-06
3285,2058,0.0,2.6207679036498052e-06
3286,2059,0.0,4.011608136081166e-05
624,2060,0.00017143500157293888,0.0
3287,2061,0.0,4.155449662670695e-05
625,2062,0.0005790366046685987,0.0010224258237425436
3288,2063,0.0,0.0001638072617133785
3289,2064,0.0,5.249864791321463e-05
3290,2065,0.0,0.0006762654752128283
626,2066,0.0021070409397065445,0.0
4414,2067,0.0,2.49838737063858e-05
3291,2068,0.0,1.871997812828318e-05
1600,2069,7.02354187905373e-05,0.00010841237054396864
3292,2070,0.0,5.280948166527712e-06
627,2071,0.0006311221712270398,0.00010091687506241975
1366,2072,0.00024009565663336797,0.0009562639133392023
628,2073,0.0004213032753084908,0.0
629,2076,0.00037954417648454773,0.0
3293,2077,0.0,4.461319760202603e-06
630,2079,0.00025738139119122475,0.0
3294,2081,0.0,3.178451423820703e-06
3295,2082,0.0,3.178451423820703e-06
2529,2083,5.132668756029037e-05,1.5590811992320965e-05
3296,2084,0.0,3.8351500358519685e-05
631,2085,0.00022225787413398995,0.00021705678141091422
3297,2086,0.0,3.6626823950460852e-06
3298,2087,0.0,3.6626823950460852e-06
3299,2088,0.0,2.7173325806944976e-05
3300,2089,0.0,3.6626823950460852e-06
3301,2090,0.0,3.6626823950460852e-06
632,2091,0.0003891200523588464,9.246807775005602e-05
1192,2092,1.6110749343812367e-06,2.7604562511342815e-05
3302,2093,0.0,0.0004918380888521431
3539,2094,0.0,9.395469535220872e-06
633,2095,0.00029220133218279073,3.434039404670508e-05
3303,2096,0.0,1.248155558110353e-05
634,2097,0.00039599036411984385,3.486009252968268e-05
3306,2099,0.0,0.00013486785299927765
3305,2100,0.0,1.883637860448671e-06
635,2101,0.00015027278721122032,0.0
1367,2102,0.0006548006380292007,0.0005648564359767581
3308,2103,0.0,1.3190335754850955e-05
3307,2104,0.0,1.0878394865566375e-05
3309,2105,0.0,7.83270569481441e-05
1265,2106,0.0004669390640472683,0.0
3310,2108,0.0,5.914812234957034e-05
636,2109,0.00028086142609475944,0.0006933067262595454
3311,2110,0.0,4.0117236297775206e-05
3312,2111,0.0,4.874860845639585e-05
2473,2112,3.496683826741331e-05,1.1920851902145028e-07
3519,2113,0.0,5.8058848922762834e-05
637,2114,0.0009205721284204487,0.0004305435288336092
3313,2115,0.0,0.00018205087727816185
2362,2116,0.0006300736699914234,0.00018345122485778075
638,2117,0.0009364850075935298,0.0003124355420655899
3314,2118,0.0,0.0012649738359423821
639,2119,0.00027357580893737517,7.379276952267167e-05
1053,2120,0.0010339845992343197,0.000963705580824652
1835,2121,0.00014250088442987303,6.545642538827909e-06
3318,2125,0.0,3.6564127187210516e-05
3319,2126,0.0,1.5002329541856868e-05
3320,2127,0.0,7.014839065010308e-05
640,2128,0.0006422963072322884,2.9849535551840347e-05
2666,2129,0.0003060521060658058,0.0006094835539715407
3321,2130,0.0,7.861058626959482e-05
3322,2131,0.0,1.5002329541856868e-05
3323,2132,0.0,1.5002329541856868e-05
3324,2133,5.949428762487236e-05,0.0010324012910808704
641,2134,0.0009991887785764438,0.0001886816637235626
1054,2135,0.0009067128169558071,0.0019832395516820515
3325,2136,0.0,4.108176318914014e-06
642,2137,0.000327741928934945,0.0
3326,2138,0.0,6.144531053328009e-06
3327,2139,0.0,2.4683714802118785e-05
3328,2141,0.0,1.547647592959498e-05
3329,2142,0.0,1.8788291483782515e-05
3330,2143,0.0,6.241212103783035e-06
643,2144,0.001252999380081722,0.00036380386618548385
644,2145,0.0016011916233486469,0.001839380823838509
3332,2146,0.0,6.241212103783035e-06
3333,2147,0.0,6.241212103783035e-06
3334,2148,0.0,6.241212103783035e-06
3335,2149,0.0,1.056821862043383e-05
3336,2150,0.0,6.241212103783035e-06
645,2151,0.000497911173960202,0.0
3337,2152,0.0,1.625253410183892e-05
3405,2153,0.0,5.6673510626133e-05
3339,2155,0.0,6.7396397973150896e-06
3338,2156,0.0,0.00026287573678911803
646,2157,0.0005376747189085292,0.0
3340,2159,0.0,0.00014001171430592796
1246,2160,0.0008167223195305818,0.0004448854467654953
3341,2161,0.0,1.8318532019646602e-05
1893,2163,9.151967186265036e-05,1.0116842664844112e-05
3342,2164,0.0,6.653578765324377e-06
924,2165,0.00033833204842972784,0.0
3343,2167,0.0,3.263167586904249e-06
647,2168,0.00026032885551823193,2.2714930654853484e-05
3344,2169,0.0,0.0002505947161218163
3345,2170,0.0,1.8928872765581298e-05
3346,2171,0.0,0.00018052818818579483
3347,2172,0.0,0.0002790056363790369
3348,2173,0.0,9.235263825811944e-06
1177,2174,0.0009251893245889299,0.000606915102054439
3349,2175,0.0,1.1471798859631148e-06
3350,2176,0.0,0.00020222217763001462
3351,2177,0.0,1.0541432524698848e-05
648,2178,0.0002754754770140968,6.109322818517107e-05
3352,2179,0.0,3.84452736666888e-06
3353,2180,0.0,3.84452736666888e-06
649,2181,0.0003067085531831127,1.3628100779871367e-05
650,2182,0.00015585548499071113,1.1920851902145028e-07
3354,2183,0.0,1.1920851902145028e-07
3355,2184,0.0,1.1227192002830882e-05
1122,2185,9.51021254606135e-06,0.0
3356,2186,0.0,0.0006405096500859583
3357,2187,0.0,6.545642538827909e-06
3358,2188,0.0,3.443857805686189e-05
3359,2189,0.0,6.545642538827909e-06
3360,2190,0.0,6.545642538827909e-06
3361,2191,0.0,6.545642538827909e-06
3362,2192,0.0,2.7581830289750306e-05
651,2193,0.0005979674635451923,0.00013813372099176583
3363,2194,0.0,2.2579197296089593e-05
1744,2195,9.521623760532365e-05,0.0
3364,2196,0.0,2.315640762821141e-05
3365,2197,0.0,2.3564762836505742e-05
3366,2198,0.0,7.693777315483264e-06
3367,2199,0.0,2.7859558225480194e-06
3368,2200,0.0,1.1127523870629048e-05
3369,2201,0.0,2.4842451325140636e-06
652,2202,0.00019818801056051957,0.0
3370,2203,0.0,4.3270065166507955e-06
3371,2204,0.0,4.3270065166507955e-06
653,2205,0.0001684459890198847,0.0
654,2206,0.00016679593259819818,8.092210928057361e-05
980,2209,0.0010171978389830452,0.0003346425860882729
655,2210,0.001143268487472229,0.00019310162051052523
1168,2211,0.00031400375454563326,0.0
3372,2212,0.0,3.5064742781090126e-06
3373,2213,0.0,3.5064742781090126e-06
3374,2214,0.0,1.860511414947154e-05
3375,2215,0.0,0.0001564497924856726
3376,2216,0.0,4.138589183254664e-06
3377,2217,0.0,0.00010224852097463988
3378,2218,0.0,3.1798003760707867e-06
3379,2219,0.0,3.1798003760707867e-06
3380,2221,0.0,3.5840902953361185e-06
3381,2222,0.0,3.5840902953361185e-06
2258,2223,0.00021661146431504484,0.0001604097956201148
3383,2224,0.0,4.380901339102747e-05
981,2225,0.0012234650473614047,0.00046536646278305633
3384,2226,0.0,0.00034605951390739365
3385,2227,0.0,3.4701600688557996e-05
3386,2228,0.0,8.958507040667146e-07
904,2229,8.361003220516451e-05,0.001460478269767155
3387,2230,0.0,0.0004850526382859655
1967,2231,0.0007414208555856272,0.00039092728486185893
3389,2232,0.0,4.048394176355809e-05
2953,2233,4.709833807572549e-05,0.00030358958517960654
1745,2234,7.146914226558029e-05,0.00016728437386417559
3390,2235,0.0,6.740727593294508e-06
3391,2236,0.0,0.0008329675852028491
656,2237,0.0012519304719652664,0.003075961697014788
3392,2238,0.0,4.877538218896925e-06
3393,2239,0.0,6.230453724925567e-06
657,2240,0.0012841501403203157,0.001285012086394767
658,2241,0.0004970528924344733,0.00011198604191681012
1746,2242,0.00010491445365868616,1.4879653225135801e-05
3395,2243,0.0,1.3150806655500242e-06
3049,2244,6.926210577074819e-06,0.0
659,2246,0.0003759667834431439,0.00012829424456168892
1193,2247,2.415937846213881e-06,0.0
3396,2249,0.0,0.0003341344211481667
3397,2250,0.0,1.982178727162995e-05
1900,2251,0.0008905194572935715,0.00021758158531997175
660,2252,0.0011181006552400316,0.0002062396276935146
661,2253,0.00027513533440208217,0.0
3398,2254,0.0,5.395189816213983e-05
3399,2255,0.0,0.00024957884020318136
1274,2256,0.0010424155882544632,0.0021635821328066917
662,2257,0.0010141787660001434,0.0006240124463442493
2201,2258,0.0007266761604486934,0.0011391737569787668
3401,2259,0.0,4.712664752595569e-06
3402,2260,0.0,7.198138512190474e-06
3403,2261,0.0,7.198138512190474e-06
3404,2262,0.0,7.198138512190474e-06
982,2264,0.0006639143957367403,0.0006921413126522887
3427,2265,0.0,5.410907481937021e-06
3406,2266,0.0,4.151047492090692e-06
3407,2267,0.0,8.031989435736511e-06
3408,2268,0.0,8.031989435736511e-06
3409,2269,0.0,1.221904345947106e-05
3410,2270,0.0,8.031989435736511e-06
3468,2272,0.0,0.00045218250090305566
663,2273,0.0006407757375781909,0.0
3411,2274,0.0,0.00035087972054519915
983,2276,0.0010194185836841442,0.0003624384433211757
2015,2277,0.00022100600261803943,0.0001154035688183433
3415,2278,0.0,3.9785982475491756e-05
3416,2280,0.0,8.141989700843031e-08
925,2281,0.00018401341902289593,3.5045572015140455e-05
3417,2282,0.0,3.292516018643513e-05
3418,2283,0.0,4.066868251167232e-06
926,2285,0.0004744528613623386,0.00023541934335586604
3419,2286,0.0,6.720012113337867e-05
3420,2287,0.0,3.330363942939286e-05
3423,2288,0.0,1.1035046916621096e-05
664,2289,0.000750565384934551,0.00018037434030815914
1586,2290,0.0008803535392797031,0.001302735739395841
3425,2291,0.0,5.410907481937021e-06
3426,2292,0.0,5.410907481937021e-06
3428,2293,0.0,1.46226171490428e-05
665,2294,0.0002415939098948538,9.677267290253448e-05
3429,2295,0.0,1.5911391958177267e-05
3430,2296,0.0,1.9554503114996817e-05
1055,2297,0.0012092851292380814,0.002143437080697925
3432,2298,0.0,0.00048585087149448266
3433,2299,0.0,0.0007922370962446409
3434,2300,0.0,3.607762838557858e-06
3435,2301,0.0,3.607762838557858e-06
3436,2302,0.0,3.607762838557858e-06
3437,2304,0.0,2.9104134741179213e-100
3438,2305,2.3218685177023115e-98,0.0
3512,2306,0.0,3.671227494961835e-05
1368,2307,0.0005096711334621303,8.263817185073849e-05
3439,2308,0.0,5.947167076924864e-06
3446,2309,0.0,3.5296906179167466e-05
3440,2310,0.0,5.947167076924864e-06
3441,2311,0.0,5.947167076924864e-06
3442,2312,0.0,5.947167076924864e-06
3443,2313,0.0,5.947167076924864e-06
3444,2314,0.0,5.1810105731896884e-05
3445,2315,0.0,5.947167076924864e-06
3447,2316,0.0,2.532756761333869e-05
3449,2317,0.0,2.360501479020979e-05
3450,2318,0.0,2.360501479020979e-05
3451,2319,0.0,3.284020324265485e-05
3452,2320,0.0,2.360501479020979e-05
3453,2321,0.0,2.532756761333869e-05
1542,2322,0.0008649049843794601,0.0001857959031343803
984,2323,0.0010077167609087595,0.0015197698071735919
927,2324,0.0010615533786670023,4.6077721567325977e-05
1369,2325,0.0007367645014521165,1.7353855985749243e-05
1806,2326,0.0005531897031385009,0.0028390540913516317
666,2328,0.0021723715454129585,0.002322921611277255
667,2329,0.00043695223286092407,0.0
3454,2330,0.0,1.5095225085013408e-05
3456,2331,0.0,1.940407627526112e-05
668,2332,0.00019631103895485753,0.0003217384157789468
669,2333,0.0004062541294710194,0.0
3457,2334,0.0,3.5701991379786795e-06
3458,2335,0.0,3.5701991379786795e-06
3459,2336,0.0,3.5701991379786795e-06
3460,2337,0.0,3.5701991379786795e-06
1370,2338,0.0007454802148682889,6.731373848332489e-05
670,2339,0.0002848232065347001,0.0
1601,2340,0.0001468207246651253,4.131369465358886e-05
671,2341,0.0005292819026192495,0.0
3461,2342,2.0932556237506053e-05,7.296599618113678e-05
3462,2343,0.0,3.4340407236556996e-05
3463,2344,0.0,4.729738770759436e-06
672,2345,0.0003773289137932782,0.0
